date,maximum,minimum,average,departure,hdd,cdd,precipitation,new snow,snow depth
3/12/15,81,54,67.5,9.6,0,3,0,0,0
3/13/15,85,60,72.5,14.6,0,8,0,0,0
3/14/15,90,64,77,19.1,0,12,0,0,0
3/15/15,88,66,77,19,0,12,0,0,0
3/16/15,87,63,75,17,0,10,0,0,0
3/17/15,78,60,69,11,0,4,0,0,0
3/18/15,72,60,66,7.9,0,1,T,0,0
3/19/15,68,59,63.5,5.4,1,0,0,0,0
3/20/15,70,57,63.5,5.3,1,0,0,0,0
3/21/15,68,60,64,5.8,1,0,0,0,0
3/22/15,66,58,62,3.8,3,0,0,0,0
3/23/15,68,55,61.5,3.2,3,0,0,0,0
3/24/15,71,54,62.5,4.2,2,0,0,0,0
3/25/15,76,57,66.5,8.1,0,2,0,0,0
3/26/15,85,58,71.5,13.1,0,7,0,0,0
3/27/15,83,60,71.5,13,0,7,0,0,0
3/28/15,71,57,64,5.5,1,0,0,0,0
3/29/15,68,56,62,3.4,3,0,0,0,0
3/30/15,67,56,61.5,2.9,3,0,0,0,0
3/31/15,66,55,60.5,1.8,4,0,0,0,0
4/1/15,68,55,61.5,2.7,3,0,0,0,0
4/2/15,70,53,61.5,2.7,3,0,0,0,0
4/3/15,83,55,69,10.1,0,4,0,0,0
4/4/15,78,58,68,9,0,3,0,0,0
4/5/15,68,54,61,1.9,4,0,0,0,0
4/6/15,63,54,58.5,-0.6,6,0,0,0,0
4/7/15,65,50,57.5,-1.7,7,0,0.1,0,0
4/8/15,65,48,56.5,-2.8,8,0,0,0,0
4/9/15,69,52,60.5,1.1,4,0,0,0,0
4/10/15,65,51,58,-1.5,7,0,0,0,0
4/11/15,68,53,60.5,0.9,4,0,0,0,0
4/12/15,70,54,62,2.3,3,0,0,0,0
4/13/15,66,57,61.5,1.7,3,0,0,0,0
4/14/15,66,56,61,1.1,4,0,0,0,0
4/15/15,75,56,65.5,5.5,0,1,0,0,0
4/16/15,77,56,66.5,6.4,0,2,0,0,0
4/17/15,74,56,65,4.8,0,0,0,0,0
4/18/15,72,55,63.5,3.2,1,0,0,0,0
4/19/15,65,56,60.5,0.1,4,0,0,0,0
4/20/15,64,56,60,-0.5,5,0,0,0,0
4/21/15,65,57,61,0.3,4,0,0,0,0
4/22/15,65,54,59.5,-1.3,5,0,0,0,0
4/23/15,66,56,61,0.1,4,0,0,0,0
4/24/15,64,57,60.5,-0.5,4,0,0,0,0
4/25/15,63,56,59.5,-1.6,5,0,0.01,0,0
4/26/15,70,51,60.5,-0.7,4,0,0,0,0
4/27/15,76,55,65.5,4.2,0,1,0,0,0
4/28/15,80,56,68,6.6,0,3,0,0,0
4/29/15,76,59,67.5,6,0,3,0,0,0
4/30/15,73,59,66,4.4,0,1,0,0,0
5/1/15,72,55,63.5,1.8,1,0,0,0,0
5/2/15,68,57,62.5,0.8,2,0,0,0,0
5/3/15,67,56,61.5,-0.3,3,0,0,0,0
5/4/15,64,56,60,-1.9,5,0,0,0,0
5/5/15,65,57,61,-1,4,0,0,0,0
5/6/15,64,56,60,-2.1,5,0,0,0,0
5/7/15,63,54,58.5,-3.6,6,0,0.11,0,0
5/8/15,62,49,55.5,-6.7,9,0,0.1,M,0
5/9/15,64,55,59.5,-2.8,5,0,0,0,0
5/10/15,66,54,60,-2.4,5,0,0,0,0
5/11/15,67,57,62,-0.4,3,0,0,0,0
5/12/15,70,57,63.5,1,1,0,0,0,0
5/13/15,67,55,61,-1.5,4,0,0,0,0
5/14/15,64,54,59,-3.6,6,0,0.19,0,0
5/15/15,64,54,59,-3.7,6,0,0.03,0,0
5/16/15,67,52,59.5,-3.2,5,0,0,0,0
5/17/15,68,57,62.5,-0.3,2,0,0,0,0
5/18/15,66,58,62,-0.8,3,0,0,0,0
5/19/15,66,54,60,-2.9,5,0,0,0,0
5/20/15,68,57,62.5,-0.4,2,0,0,0,0
5/21/15,67,57,62,-1,3,0,0,0,0
5/22/15,65,57,61,-2.1,4,0,0,0,0
5/23/15,66,57,61.5,-1.6,3,0,0,0,0
5/24/15,66,58,62,-1.2,3,0,0,0,0
5/25/15,66,57,61.5,-1.8,3,0,0,0,0
5/26/15,66,58,62,-1.3,3,0,0,0,0
5/27/15,67,58,62.5,-0.9,2,0,0,0,0
5/28/15,67,57,62,-1.5,3,0,0,0,0
5/29/15,69,56,62.5,-1,2,0,0,0,0
5/30/15,66,56,61,-2.6,4,0,0,0,0
5/31/15,66,56,61,-2.7,4,0,0,0,0
6/1/15,67,57,62,-1.8,3,0,0,0,0
6/2/15,69,59,64,0.1,1,0,0,0,0
6/3/15,69,59,64,0,1,0,0,0,0
6/4/15,66,59,62.5,-1.6,2,0,0,0,0
6/5/15,68,59,63.5,-0.7,1,0,0,0,0
6/6/15,68,59,63.5,-0.8,1,0,0,0,0
6/7/15,68,59,63.5,-0.9,1,0,0,0,0
6/8/15,69,59,64,-0.5,1,0,0,0,0
6/9/15,81,60,70.5,5.9,0,6,0.01,0,M
6/10/15,70,60,65,0.2,0,0,0,0,0
6/11/15,70,60,65,0.1,0,0,T,0,0
6/12/15,69,61,65,0,0,0,0,0,0
6/13/15,68,62,65,-0.1,0,0,T,0,0
6/14/15,72,61,66.5,1.2,0,2,0,0,0
6/15/15,69,61,65,-0.4,0,0,0,0,0
6/16/15,69,61,65,-0.6,0,0,0,0,0
6/17/15,70,61,65.5,-0.2,0,1,0,0,0
6/18/15,69,61,65,-0.8,0,0,0,0,0
6/19/15,71,59,65,-1,0,0,0,0,0
6/20/15,77,61,69,2.9,0,4,0,0,0
6/21/15,73,63,68,1.7,0,3,0,0,0
6/22/15,74,63,68.5,2.1,0,4,0,0,0
6/23/15,76,64,70,3.4,0,5,0,0,0
6/24/15,76,63,69.5,2.8,0,5,0,0,0
6/25/15,72,61,66.5,-0.3,0,2,0,0,0
6/26/15,70,60,65,-2,0,0,0,0,0
6/27/15,69,62,65.5,-1.6,0,1,T,0,0
6/28/15,75,66,70.5,3.2,0,6,0,0,0
6/29/15,78,67,72.5,5.1,0,8,0,0,0
6/30/15,85,65,75,7.5,0,10,T,0,0
7/1/15,76,66,71,3.4,0,6,T,0,0
7/2/15,75,63,69,1.2,0,4,T,0,0
7/3/15,71,62,66.5,-1.4,0,2,0,0,0
7/4/15,72,62,67,-1,0,2,0,0,0
7/5/15,70,63,66.5,-1.6,0,2,0,0,0
7/6/15,70,63,66.5,-1.7,0,2,0,0,0
7/7/15,72,64,68,-0.3,0,3,0,0,0
7/8/15,71,65,68,-0.4,0,3,0,0,0
7/9/15,73,63,68,-0.5,0,3,0,0,0
7/10/15,71,62,66.5,-2,0,2,0,0,0
7/11/15,73,62,67.5,-1.1,0,3,0,0,0
7/12/15,74,64,69,0.3,0,4,0,0,0
7/13/15,75,65,70,1.3,0,5,0,0,0
7/14/15,75,64,69.5,0.7,0,5,0,0,0
7/15/15,75,64,69.5,0.6,0,5,0,0,0
7/16/15,74,64,69,0.1,0,4,0,0,0
7/17/15,73,64,68.5,-0.5,0,4,0,0,0
7/18/15,85,64,74.5,5.5,0,10,0.32,0,0
7/19/15,86,72,79,10,0,14,0.03,0,0
7/20/15,84,69,76.5,7.4,0,12,0,0,0
7/21/15,77,68,72.5,3.4,0,8,0,0,0
7/22/15,77,67,72,2.9,0,7,T,0,0
7/23/15,77,68,72.5,3.3,0,8,0,0,0
7/24/15,77,67,72,2.8,0,7,0,0,0
7/25/15,79,68,73.5,4.3,0,9,0,0,0
7/26/15,76,67,71.5,2.3,0,7,0,0,0
7/27/15,76,67,71.5,2.3,0,7,0,0,0
7/28/15,76,66,71,1.7,0,6,0,0,0
7/29/15,74,65,69.5,0.2,0,5,0,0,0
7/30/15,77,67,72,2.7,0,7,0,0,0
7/31/15,76,67,71.5,2.2,0,7,0,0,0
8/1/15,75,67,71,1.7,0,6,0,0,0
8/2/15,77,68,72.5,3.2,0,8,0,0,0
8/3/15,77,67,72,2.6,0,7,0,0,0
8/4/15,80,66,73,3.6,0,8,0,0,0
8/5/15,80,66,73,3.6,0,8,0,0,0
8/6/15,76,67,71.5,2.1,0,7,0,0,0
8/7/15,77,66,71.5,2.1,0,7,0,0,0
8/8/15,74,65,69.5,0.1,0,5,0,0,0
8/9/15,73,64,68.5,-1,0,4,0,0,0
8/10/15,74,65,69.5,0,0,5,0,0,0
8/11/15,75,64,69.5,0,0,5,0,0,0
8/12/15,77,64,70.5,1,0,6,0,0,0
8/13/15,81,68,74.5,4.9,0,10,0,0,0
8/14/15,81,69,75,5.4,0,10,0,0,0
8/15/15,81,69,75,5.4,0,10,0,0,0
8/16/15,82,68,75,5.4,0,10,0,0,0
8/17/15,82,68,75,5.4,0,10,0,0,0
8/18/15,77,67,72,2.3,0,7,0,0,0
8/19/15,75,66,70.5,0.8,0,6,0,0,0
8/20/15,77,67,72,2.3,0,7,0,0,0
8/21/15,75,67,71,1.3,0,6,0,0,0
8/22/15,75,67,71,1.3,0,6,0,0,0
8/23/15,74,66,70,0.2,0,5,0,0,0
8/24/15,74,64,69,-0.8,0,4,0,0,0
8/25/15,83,68,75.5,5.7,0,11,0,0,0
8/26/15,81,69,75,5.2,0,10,0,0,0
8/27/15,83,71,77,7.2,0,12,0,0,0
8/28/15,86,72,79,9.2,0,14,0,0,0
8/29/15,84,70,77,7.2,0,12,0,0,0
8/30/15,82,70,76,6.2,0,11,0,0,0
8/31/15,81,68,74.5,4.7,0,10,0,0,0
9/1/15,78,68,73,3.2,0,8,0,0,0
9/2/15,74,67,70.5,0.8,0,6,0,0,0
9/3/15,75,67,71,1.3,0,6,0,0,0
9/4/15,75,67,71,1.3,0,6,0,0,0
9/5/15,78,64,71,1.4,0,6,0,0,0
9/6/15,78,65,71.5,1.9,0,7,0,0,0
9/7/15,83,69,76,6.4,0,11,0,0,0
9/8/15,85,71,78,8.5,0,13,0,0,0
9/9/15,92,75,83.5,14,0,19,0.01,0,0
9/10/15,91,75,83,13.6,0,18,0,0,0
9/11/15,86,74,80,10.7,0,15,0,0,0
9/12/15,88,75,81.5,12.2,0,17,T,0,0
9/13/15,83,71,77,7.8,0,12,0,0,0
9/14/15,81,70,75.5,6.4,0,11,0,0,0
9/15/15,77,68,72.5,3.4,0,8,1.8,0,0
9/16/15,74,67,70.5,1.5,0,6,0,0,0
9/17/15,77,65,71,2.1,0,6,0,0,0
9/18/15,80,65,72.5,3.7,0,8,0,0,0
9/19/15,82,68,75,6.3,0,10,0,0,0
9/20/15,89,72,80.5,11.9,0,16,0,0,0
9/21/15,84,71,77.5,9,0,13,0,0,0
9/22/15,78,70,74,5.6,0,9,0,0,0
9/23/15,78,69,73.5,5.2,0,9,0,0,0
9/24/15,81,69,75,6.8,0,10,0,0,0
9/25/15,84,70,77,8.9,0,12,0,0,0
9/26/15,82,70,76,8,0,11,0,0,0
9/27/15,80,68,74,6.1,0,9,0,0,0
9/28/15,81,68,74.5,6.7,0,10,0,0,0
9/29/15,80,65,72.5,4.8,0,8,0,0,0
9/30/15,82,67,74.5,6.9,0,10,0,0,0
10/1/15,81,67,74,6.5,0,9,0,0,0
10/2/15,81,66,73.5,6.1,0,9,0,0,0
10/3/15,79,65,72,4.7,0,7,0,0,0
10/4/15,71,63,67,-0.2,0,2,0.08,0,0
10/5/15,75,62,68.5,1.4,0,4,0,0,0
10/6/15,75,63,69,2,0,4,0,0,0
10/7/15,77,64,70.5,3.6,0,6,0,0,0
10/8/15,82,67,74.5,7.7,0,10,0,0,0
10/9/15,92,68,80,13.3,0,15,0,0,0
10/10/15,99,74,86.5,19.9,0,22,0,0,0
10/11/15,94,74,84,17.5,0,19,0,0,0
10/12/15,91,73,82,15.6,0,17,0,0,0
10/13/15,87,73,80,13.7,0,15,0,0,0
10/14/15,82,72,77,10.8,0,12,0,0,M
10/15/15,79,71,75,8.9,0,10,0,0,0
10/16/15,74,70,72,6,0,7,0,0,0
10/17/15,78,70,74,8.1,0,9,0,0,0
10/18/15,76,68,72,6.3,0,7,0.02,0,0
10/19/15,75,65,70,4.4,0,5,T,0,0
10/20/15,77,64,70.5,5,0,6,0,0,0
10/21/15,79,63,71,5.6,0,6,0,0,0
10/22/15,76,63,69.5,4.2,0,5,0,0,0
10/23/15,74,64,69,3.8,0,4,0,0,0
10/24/15,89,64,76.5,11.5,0,12,0,0,0
10/25/15,84,67,75.5,10.6,0,11,0,0,0
10/26/15,81,63,72,7.2,0,7,0,0,0
10/27/15,81,61,71,6.4,0,6,0,0,0
10/28/15,76,67,71.5,7,0,7,0,0,0
10/29/15,84,70,77,12.6,0,12,0,0,0
10/30/15,84,69,76.5,12.3,0,12,0,0,0
10/31/15,85,60,72.5,8.5,0,8,0,0,0
11/1/15,80,60,70,6.1,0,5,0,0,0
11/2/15,71,58,64.5,0.8,0,0,0.03,0,0
11/3/15,68,54,61,-2.6,4,0,T,0,0
11/4/15,67,50,58.5,-4.9,6,0,0,0,0
11/5/15,72,51,61.5,-1.7,3,0,0,0,0
11/6/15,73,53,63,0,2,0,0,0,0
11/7/15,80,54,67,4.2,0,2,0,0,0
11/8/15,74,54,64,1.4,1,0,0,0,0
11/9/15,68,55,61.5,-0.9,3,0,0.01,0,0
11/10/15,67,54,60.5,-1.7,4,0,0,0,0
11/11/15,70,48,59,-3,6,0,0,0,0
11/12/15,75,49,62,0.2,3,0,0,0,0
11/13/15,78,53,65.5,3.9,0,1,0,0,0
11/14/15,75,51,63,1.6,2,0,0,0,0
11/15/15,67,51,59,-2.2,6,0,T,0,0
11/16/15,64,52,58,-3,7,0,0,0,0
11/17/15,71,47,59,-1.8,6,0,0,0,0
11/18/15,70,49,59.5,-1,5,0,0,0,0
11/19/15,82,53,67.5,7.2,0,3,0,0,0
11/20/15,81,55,68,7.9,0,3,0,0,0
11/21/15,89,59,74,14.1,0,9,0,0,0
11/22/15,86,60,73,13.3,0,8,0,0,0
11/23/15,77,56,66.5,7,0,2,0,0,0
11/24/15,66,55,60.5,1.2,4,0,0.02,0,0
11/25/15,62,52,57,-2.1,8,0,T,0,0
11/26/15,64,48,56,-2.9,9,0,0,0,0
11/27/15,65,49,57,-1.7,8,0,0,0,0
11/28/15,66,46,56,-2.5,9,0,0,0,0
11/29/15,68,50,59,0.7,6,0,0,0,0
11/30/15,66,45,55.5,-2.6,9,0,0,0,0
12/1/15,71,47,59,1,6,0,0,0,0
12/2/15,79,50,64.5,6.7,0,0,0,0,0
12/3/15,74,57,65.5,7.9,0,1,0,0,0
12/4/15,65,51,58,0.5,7,0,0,0,0
12/5/15,74,50,62,4.6,3,0,0,0,0
12/6/15,76,56,66,8.8,0,1,0,0,0
12/7/15,77,54,65.5,8.4,0,1,0,0,0
12/8/15,80,56,68,11,0,3,0,0,0
12/9/15,74,54,64,7.1,1,0,0,0,0
12/10/15,66,54,60,3.2,5,0,0.05,0,0
12/11/15,64,55,59.5,2.8,5,0,0,0,0
12/12/15,69,55,62,5.4,3,0,0,0,0
12/13/15,66,48,57,0.5,8,0,0.12,M,0
12/14/15,60,49,54.5,-2,10,0,0,0,0
12/15/15,60,44,52,-4.4,13,0,0,0,0
12/16/15,60,40,50,-6.4,15,0,0,0,0
12/17/15,64,44,54,-2.3,11,0,0,0,0
12/18/15,71,47,59,2.7,6,0,0,0,0
12/19/15,62,48,55,-1.3,10,0,0.36,M,0
12/20/15,59,47,53,-3.2,12,0,0,0,0
12/21/15,61,44,52.5,-3.7,12,0,0.09,M,0
12/22/15,64,54,59,2.8,6,0,0.46,0,0
12/23/15,67,53,60,3.8,5,0,0,0,0
12/24/15,61,50,55.5,-0.7,9,0,0,0,0
12/25/15,60,49,54.5,-1.7,10,0,0,0,0
12/26/15,60,46,53,-3.2,12,0,0,0,0
12/27/15,60,39,49.5,-6.8,15,0,0,0,0
12/28/15,57,39,48,-8.3,17,0,0,0,0
12/29/15,59,40,49.5,-6.8,15,0,0,0,0
12/30/15,61,42,51.5,-4.8,13,0,0,0,0
12/31/15,67,44,55.5,-0.8,9,0,0,M,M
1/1/16,65,44,54.5,-1.9,10,0,0,0,0
1/2/16,64,47,55.5,-0.9,9,0,0,0,0
1/3/16,62,45,53.5,-2.9,11,0,0,0,0
1/4/16,67,56,61.5,5,3,0,T,0,0
1/5/16,59,52,55.5,-1,9,0,1.42,0,0
1/6/16,57,47,52,-4.5,13,0,1.18,M,0
1/7/16,58,48,53,-3.5,12,0,0.12,M,0
1/8/16,61,47,54,-2.6,11,0,0,0,0
1/9/16,60,46,53,-3.6,12,0,T,M,0
1/10/16,60,51,55.5,-1.1,9,0,0.01,0,0
1/11/16,62,49,55.5,-1.1,9,0,0,0,0
1/12/16,67,45,56,-0.7,9,0,0,0,0
1/13/16,61,44,52.5,-4.2,12,0,0,0,0
1/14/16,62,51,56.5,-0.2,8,0,0,0,0
1/15/16,63,49,56,-0.7,9,0,0,0,0
1/16/16,63,54,58.5,1.7,6,0,0,0,0
1/17/16,64,51,57.5,0.7,7,0,0,0,0
1/18/16,62,54,58,1.2,7,0,0.01,0,0
1/19/16,61,55,58,1.2,7,0,0.05,0,0
1/20/16,64,56,60,3.2,5,0,0.01,0,0
1/21/16,76,50,63,6.2,2,0,0,0,0
1/22/16,65,50,57.5,0.7,7,0,0,0,0
1/23/16,62,53,57.5,0.7,7,0,T,0,0
1/24/16,65,49,57,0.2,8,0,0,0,0
1/25/16,70,49,59.5,2.7,5,0,0,0,0
1/26/16,71,48,59.5,2.6,5,0,0,0,0
1/27/16,75,51,63,6.1,2,0,0,0,0
1/28/16,68,48,58,1.1,7,0,0,0,0
1/29/16,66,50,58,1.1,7,0,0,0,0
1/30/16,65,56,60.5,3.6,4,0,T,0,0
1/31/16,60,52,56,-0.9,9,0,0.14,0,0
2/1/16,58,46,52,-4.9,13,0,0,0,0
2/2/16,58,41,49.5,-7.4,15,0,0,0,0
2/3/16,65,45,55,-1.9,10,0,0,0,0
2/4/16,68,48,58,1.1,7,0,0,0,0
2/5/16,77,48,62.5,5.6,2,0,0,0,0
2/6/16,76,51,63.5,6.5,1,0,0,0,0
2/7/16,82,51,66.5,9.5,0,2,0,0,0
2/8/16,89,52,70.5,13.5,0,6,0,0,0
2/9/16,88,60,74,17,0,9,0,0,0
2/10/16,85,60,72.5,15.5,0,8,0,0,0
2/11/16,79,57,68,11,0,3,0,0,0
2/12/16,79,55,67,9.9,0,2,0,0,0
2/13/16,62,50,56,-1.1,9,0,0,0,0
2/14/16,69,48,58.5,1.4,6,0,0,0,0
2/15/16,86,56,71,13.9,0,6,0,0,0
2/16/16,88,59,73.5,16.3,0,9,0,0,0
2/17/16,73,55,64,6.8,1,0,0.6,0,0
2/18/16,64,55,59.5,2.3,5,0,0.13,0,0
2/19/16,64,51,57.5,0.3,7,0,0,0,0
2/20/16,66,51,58.5,1.2,6,0,0,0,0
2/21/16,65,51,58,0.7,7,0,0,0,0
2/22/16,75,51,63,5.7,2,0,0,0,0
2/23/16,83,54,68.5,11.1,0,4,0,0,0
2/24/16,81,60,70.5,13.1,0,6,0,0,0
2/25/16,79,55,67,9.6,0,2,0,0,0
2/26/16,71,54,62.5,5,2,0,0,0,0
2/27/16,67,52,59.5,2,5,0,0,0,0
2/28/16,67,54,60.5,3,4,0,0,0,0
2/29/16,65,56,60.5,3,4,0,0,0,0
3/1/16,66,55,60.5,2.9,4,0,0,0,0
3/2/16,65,53,59,1.4,6,0,0,0,0
3/3/16,66,55,60.5,2.9,4,0,0,0,0
3/4/16,67,55,61,3.4,4,0,0,0,0
3/5/16,65,57,61,3.3,4,0,0.04,0,0
3/6/16,65,56,60.5,2.8,4,0,0.51,0,0
3/7/16,59,50,54.5,-3.2,10,0,0.32,0,0
3/8/16,67,49,58,0.2,7,0,0,0,0
3/9/16,68,51,59.5,1.7,5,0,0,0,0
3/10/16,70,55,62.5,4.7,2,0,0,0,0
3/11/16,66,52,59,1.1,6,0,0.53,0,0
3/12/16,61,47,54,-3.9,11,0,0,0,0
3/13/16,63,50,56.5,-1.4,8,0,0,0,0
3/14/16,66,58,62,4.1,3,0,0,0,0
3/15/16,69,54,61.5,3.5,3,0,0,0,0
3/16/16,74,56,65,7,0,0,0,0,0
3/17/16,73,58,65.5,7.5,0,1,0,0,0
3/18/16,66,58,62,3.9,3,0,0,0,0
3/19/16,67,57,62,3.9,3,0,0,0,0
3/20/16,66,57,61.5,3.3,3,0,0,0,0
3/21/16,66,57,61.5,3.3,3,0,0,0,0
3/22/16,69,54,61.5,3.3,3,0,0,0,0
3/23/16,76,54,65,6.7,0,0,0,0,0
3/24/16,77,53,65,6.7,0,0,0,0,0
3/25/16,71,52,61.5,3.1,3,0,0,0,0
3/26/16,70,56,63,4.6,2,0,0,0,0
3/27/16,67,58,62.5,4,2,0,0,0,0
3/28/16,62,55,58.5,0,6,0,0.06,0,0
3/29/16,63,50,56.5,-2.1,8,0,0,0,0
3/30/16,63,50,56.5,-2.1,8,0,0,0,0
3/31/16,66,49,57.5,-1.2,7,0,0,0,0
4/1/16,67,53,60,1.2,5,0,0,0,0
4/2/16,69,54,61.5,2.7,3,0,0,0,0
4/3/16,66,54,60,1.1,5,0,0,0,0
4/4/16,71,53,62,3,3,0,0,0,0
4/5/16,75,56,65.5,6.4,0,1,0,0,0
4/6/16,74,57,65.5,6.4,0,1,0,0,0
4/7/16,65,58,61.5,2.3,3,0,0.05,0,0
4/8/16,61,58,59.5,0.2,5,0,0.14,0,0
4/9/16,65,59,62,2.6,3,0,0.1,0,0
4/10/16,68,58,63,3.5,2,0,0,0,0
4/11/16,69,58,63.5,3.9,1,0,0,0,0
4/12/16,69,56,62.5,2.8,2,0,0,0,0
4/13/16,67,57,62,2.2,3,0,0,0,0
4/14/16,68,55,61.5,1.6,3,0,0,0,0
4/15/16,79,60,69.5,9.5,0,5,0,0,0
4/16/16,79,59,69,8.9,0,4,0,0,0
4/17/16,84,56,70,9.8,0,5,0,0,0
4/18/16,83,58,70.5,10.2,0,6,0,0,0
4/19/16,83,61,72,11.6,0,7,0,0,0
4/20/16,81,59,70,9.5,0,5,0,0,0
4/21/16,72,57,64.5,3.8,0,0,0,0,0
4/22/16,69,58,63.5,2.7,1,0,0,0,0
4/23/16,72,55,63.5,2.6,1,0,0,0,0
4/24/16,71,56,63.5,2.5,1,0,0,0,0
4/25/16,65,54,59.5,-1.6,5,0,0,0,0
4/26/16,67,51,59,-2.2,6,0,0,0,0
4/27/16,67,55,61,-0.3,4,0,0,0,0
4/28/16,65,54,59.5,-1.9,5,0,0,0,0
4/29/16,67,55,61,-0.5,4,0,0,0,0
4/30/16,65,55,60,-1.6,5,0,0,0,0
5/1/16,70,55,62.5,0.8,2,0,0,0,0
5/2/16,66,57,61.5,-0.2,3,0,0,0,0
5/3/16,69,57,63,1.2,2,0,0,0,0
5/4/16,65,56,60.5,-1.4,4,0,0,0,0
5/5/16,68,57,62.5,0.5,2,0,0.03,0,0
5/6/16,68,57,62.5,0.4,2,0,0,0,0
5/7/16,67,57,62,-0.1,3,0,0.56,0,0
5/8/16,68,58,63,0.8,2,0,0,0,0
5/9/16,66,58,62,-0.3,3,0,0,0,0
5/10/16,68,56,62,-0.4,3,0,0,0,0
5/11/16,67,57,62,-0.4,3,0,0,0,0
5/12/16,66,57,61.5,-1,3,0,0,0,0
5/13/16,70,59,64.5,2,0,0,0,0,0
5/14/16,67,61,64,1.4,1,0,0,0,0
5/15/16,70,61,65.5,2.8,0,1,0,0,0
5/16/16,69,61,65,2.3,0,0,0,0,0
5/17/16,69,61,65,2.2,0,0,0,0,0
5/18/16,64,60,62,-0.8,3,0,0,0,0
5/19/16,68,60,64,1.1,1,0,0,0,0
